,title,year,month,day,link,description,category
215,عبدالحسین میرزا فرمانفرما، سیاستمدار ایرانی در دوره قاجار,1318,8.0,30.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7,,Death
216,تقی ارانی، فعال سیاسی کمونیست در ایران,1318,11.0,14.0,https://fa.wikipedia.org/wiki/%D8%AA%D9%82%DB%8C_%D8%A7%D8%B1%D8%A7%D9%86%DB%8C,,Death
217,محمد غفاری، معروف بهکمال المُلکنقاش ایرانی,1319,5.0,27.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%BA%D9%81%D8%A7%D8%B1%DB%8C,,Death
218,پروین اعتصامی، شاعر معاصر ایران,1320,1.0,15.0,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D9%85%DB%8C,,Death
219,غلامعلی بایندر، فرمانده نیروی دریایی,1320,6.0,3.0,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%A8%D8%A7%DB%8C%D9%86%D8%AF%D8%B1,,Death
220,یدالله بایندر،ناوسرواننیروی دریایی,1320,6.0,4.0,https://fa.wikipedia.org/wiki/%DB%8C%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%A8%D8%A7%DB%8C%D9%86%D8%AF%D8%B1,,Death
221,ناصر دیوان کازرونی، رهبر قیام مردمکازرونوفارسعلیه استعمار انگلستان,1321,2.0,9.0,https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%B5%D8%B1_%D8%AF%DB%8C%D9%88%D8%A7%D9%86_%DA%A9%D8%A7%D8%B2%D8%B1%D9%88%D9%86%DB%8C,,Death
222,محمد علی فروغی، سیاست مدار، نویسنده، مترجم و دانشمند,1321,9.0,5.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B9%D9%84%DB%8C_%D9%81%D8%B1%D9%88%D8%BA%DB%8C,,Death
223,شاعر,1321,10.0,8.0,https://fa.wikipedia.org/wiki/%D9%88%D8%AD%DB%8C%D8%AF_%D8%AF%D8%B3%D8%AA%DA%AF%D8%B1%D8%AF%DB%8C,,Death
224,عباس تربتیمعروف به ملاعباس تربتی و حاج آخوند، روحانی و عارف معاصرشیعه,1322,7.0,24.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%AA%D8%B1%D8%A8%D8%AA%DB%8C,,Death
225,محمدابراهیم علمزمین دار بزرگ و حاکم منطقهقائنات،جنوب خراسانوسیستان، وزیر پست و تلگراف دورانرضاشاه,1322,,,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D8%A6%D9%86%D8%A7%D8%AA,,Death
226,رضا شاه پهلویمعروف به سردار سپه، اولین پادشاه دودمان پهلوی در ایران (فوت در شهرژوهانسبورگآفریقای جنوبی),1323,5.0,4.0,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B4%D8%A7%D9%87_%D9%BE%D9%87%D9%84%D9%88%DB%8C,,Death
227,حسن رشدیه، بنیانگذار آموزش نوین در ایران (زاده1230),1323,9.0,29.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B1%D8%B4%D8%AF%DB%8C%D9%87,,Death
228,اری: سیاستمدار ایرانی و رئیس مجلس شورای ملی.,1323,10.0,5.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%A7%D8%B3%D9%81%D9%86%D8%AF%DB%8C%D8%A7%D8%B1%DB%8C,,Death
229,مستوره افشار، فعال حقوق زنان درجمعیت نسوان وطنخواه,1324,,,https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B9%DB%8C%D8%AA_%D9%86%D8%B3%D9%88%D8%A7%D9%86_%D9%88%D8%B7%D9%86%D8%AE%D9%88%D8%A7%D9%87,,Death
230,ب ایرانی,1324,,,#cite_note-1,,Death
231,مستوره افشار، فعال حقوق زنان درجمعیت نسوان وطنخواه,1325,,,https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B9%DB%8C%D8%AA_%D9%86%D8%B3%D9%88%D8%A7%D9%86_%D9%88%D8%B7%D9%86%D8%AE%D9%88%D8%A7%D9%87,,Death
232,سید علی قاضی، فقیه و عارف شیعه,1325,11.0,8.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D9%82%D8%A7%D8%B6%DB%8C,,Death
233,سید جعفر پیشه وری: سیاستمدار و مؤسس حزب دموکرات آذربایجان.,1326,4.0,20.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D9%BE%DB%8C%D8%B4%D9%87%E2%80%8C%D9%88%D8%B1%DB%8C,,Death
234,ملکه جهان: مادراحمدشاه قاجار.,1326,,,https://fa.wikipedia.org/wiki/%D9%85%D9%84%DA%A9%D9%87_%D8%AC%D9%87%D8%A7%D9%86,,Death
235,ان.,1326,10.0,9.0,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%A7%D8%AA%D9%85%D8%A7_%DA%AF%D8%A7%D9%86%D8%AF%DB%8C,,Death
236,هو شاهیمن. (17 فبروری 1948),1326,10.0,27.0,https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%AD%D9%85%DB%8C%D8%AF%D8%A7%D9%84%D8%AF%DB%8C%D9%86,,Death
237,حسن مشار، سیاستمرد دورهقاجاروپهلوی(زاده1242),1327,,,https://fa.wikipedia.org/wiki/%D9%82%D8%A7%D8%AC%D8%A7%D8%B1,,Death
238,محمد قزوینیمعروف به علامه قزوینی، ادیب و پژوهشگر تاریخ و فرهنگ ایران.,1328,3.0,6.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%82%D8%B2%D9%88%DB%8C%D9%86%DB%8C,,Death
239,_ ترورعبدالحسین هژیراز نخست وزیران دوره پهلوی هنگام خروج از مجلس عزاداری در مسجد سپهسالار تهران توسطحسن امامیاز اعضای جمعیت فدائیان اسلام.,1328,8.0,13.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%87%DA%98%DB%8C%D8%B1,,Death
240,محمدعلی شاه آبادیفیلسوف ایرانی,1328,9.0,3.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B4%D8%A7%D9%87%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
241,حاج مرزوق عرب حائری، روحانی و مداح عراقی,1329,4.0,17.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC_%D9%85%D8%B1%D8%B2%D9%88%D9%82_%D8%B9%D8%B1%D8%A8_%D8%AD%D8%A7%D8%A6%D8%B1%DB%8C,,Death
242,مصطفی عدل، حقوقدان و سیاستمدار,1329,4.0,21.0,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%B9%D8%AF%D9%84,,Death
243,حسن وثوق الدوله، سیاستمدار ایرانی در اواخر دوره قاجار و اوایل دوره پهلوی و از صدراعظم های ایرانی,1329,11.0,14.0,https://fa.wikipedia.org/wiki/%D9%88%D8%AB%D9%88%D9%82%E2%80%8C%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%87,,Death
244,حاجعلی رزم آرا، نخست وزیر وقت ایران,1329,12.0,16.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC%D8%B9%D9%84%DB%8C_%D8%B1%D8%B2%D9%85%E2%80%8C%D8%A2%D8%B1%D8%A7,,Death
245,صادق هدایتنویسنده، مترجم وروشنفکرایرانی.,1330,1.0,19.0,https://fa.wikipedia.org/wiki/%D8%B5%D8%A7%D8%AF%D9%82_%D9%87%D8%AF%D8%A7%DB%8C%D8%AA,,Death
246,محمدتقی بهار، ملقب به ملک الشعرا شاعر، روزنامه نگار، ادیب، تاریخ نویس، و سیاستمدار ایرانی.,1330,2.0,1.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%A8%D9%87%D8%A7%D8%B1,,Death
247,سرتیپمحمد درگاهی، رئیسنظمیه،رئیس شهربانی کل کشور,1331,,,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D9%85%DB%8C%D9%87,,Death
248,میرزا عبدالحسین ذوالریاستین شیرازی(مونسعلیشاه),1332,3.0,24.0,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%B0%D9%88%D8%A7%D9%84%D8%B1%DB%8C%D8%A7%D8%B3%D8%AA%DB%8C%D9%86_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,,Death
249,حسین فاطمیوزیر امور خارجه دولتمحمد مصدق,1333,8.0,19.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D8%A7%D8%B7%D9%85%DB%8C,,Death
250,احمد قوام، سیاستمدار ایرانی در دوره قاجار و پهلوی,1334,4.0,28.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%82%D9%88%D8%A7%D9%85,,Death
251,سیدحسین طاهرزاده، خواننده موسیقی,1334,6.0,12.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B7%D8%A7%D9%87%D8%B1%D8%B2%D8%A7%D8%AF%D9%87,,Death
252,عباس اقبال آشتیانی، نویسنده، تاریخ نگار و استاد دانشگاه,1334,11.0,21.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A7%D9%82%D8%A8%D8%A7%D9%84_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C,,Death
253,نواب صفوی، طلبه و بنیانگذار گروه فدائیان اسلام در ایران,1334,10.0,27.0,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%A7%D8%A8_%D8%B5%D9%81%D9%88%DB%8C,,Death
254,علی اکبر دهخدا، نویسنده، پژوهشگر و گردآورندهٔلغت نامه دهخدا,1334,12.0,7.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%AF%D9%87%D8%AE%D8%AF%D8%A7,,Death
255,طغرل افشار، از نخستین پیشگامان نقد سینمایی در ایران و بانی برگزاری اولینجشنواره فیلمدر ایران بوده است.,1335,5.0,28.0,https://fa.wikipedia.org/wiki/%D8%B7%D8%BA%D8%B1%D9%84_%D8%A7%D9%81%D8%B4%D8%A7%D8%B1,,Death
256,مرتضی قلی بیات، سیاستمدار و نخست وزیر ایران در زمانمحمدرضاشاهپهلوی.,1336,2.0,20.0,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C%E2%80%8C%D9%82%D9%84%DB%8C_%D8%A8%DB%8C%D8%A7%D8%AA,,Death
257,دادشاه، مبارز بلوچ در زمان محمدرضاشاه پهلوی,1336,10.0,21.0,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%AF%D8%B4%D8%A7%D9%87,,Death
258,محمدعلی اقبال،نماینده دوره نوزدهم مجلس شورای ملی,1336,12.0,8.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A7%D9%82%D8%A8%D8%A7%D9%84,,Death
259,علی سهیلی، از نخست وزیران دوره پهلوی,1337,2.0,11.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B3%D9%87%DB%8C%D9%84%DB%8C,,Death
260,داریوش رفیعی، خواننده سبک سنتی,1337,11.0,2.0,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D8%B1%D9%81%DB%8C%D8%B9%DB%8C,,Death
261,فضل الله دهش، ملقب به عطاءالملک، پدرش حاج محمدحسین شیرازی تاجر شیرازی بود. او در سال 1300 نخستین کارخانهٔ نساجی اصفهان را تأسیس کرد,1338,2.0,2.0,https://fa.wikipedia.org/wiki/%D9%81%D8%B6%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AF%D9%87%D8%B4,,Death
262,محمدابراهیم محقق، عالم دینی و مرجع تقلید منطقه ای در قزوین,1338,2.0,20.0,https://fa.wikipedia.org/w/index.php?title=%D9%85%D8%AD%D9%85%D8%AF%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%85%D8%AD%D9%82%D9%82&action=edit&redlink=1,,Death
263,قمرالملوک وزیری، خوانندهٔ آوازهای موسیقی سنتی ایرانی,1338,5.0,14.0,https://fa.wikipedia.org/wiki/%D9%82%D9%85%D8%B1%D8%A7%D9%84%D9%85%D9%84%D9%88%DA%A9_%D9%88%D8%B2%DB%8C%D8%B1%DB%8C,,Death
264,ابراهیم حکیمی، سیاستمدار و نخست وزیر دورهٔ محمدرضاشاه پهلوی,1338,7.0,27.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%AD%DA%A9%DB%8C%D9%85%DB%8C,,Death
265,نیما یوشیج، شاعر ایرانی، ملقب به «پدر شعر نوِ فارسی»,1338,10.0,13.0,https://fa.wikipedia.org/wiki/%D9%86%DB%8C%D9%85%D8%A7_%DB%8C%D9%88%D8%B4%DB%8C%D8%AC,,Death
266,فضل الله زاهدی، نظامی و نخست وزیر ایران,1342,6.0,11.0,https://fa.wikipedia.org/wiki/%D9%81%D8%B6%D9%84%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C,,Death
267,حسین علاء: سیاستمدار و نخست وزیر ایران در دوره پهلوی,1343,4.0,21.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B9%D9%84%D8%A7%D8%A1,,Death
268,مستوره افشار، فعال حقوق زنان درجمعیت نسوان وطنخواه,1343,,,https://fa.wikipedia.org/wiki/%D9%85%D8%B3%D8%AA%D9%88%D8%B1%D9%87_%D8%A7%D9%81%D8%B4%D8%A7%D8%B1,,Death
269,نظام وفا: شاعر ایرانی و استادنیما یوشیج,1343,11.0,2.0,https://fa.wikipedia.org/wiki/%D9%86%D8%B8%D8%A7%D9%85_%D9%88%D9%81%D8%A7,,Death
270,1-مرتضی محجوبینوازنده پیانو,1344,,,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AA%D8%B6%DB%8C_%D9%85%D8%AD%D8%AC%D9%88%D8%A8%DB%8C,,Death
271,غلامرضا تختی، کشتی گیر ایرانی (زاده1309),1346,10.0,17.0,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%AA%D8%AE%D8%AA%DB%8C,,Death
272,حسین بهزاد،نقاش,1347,7.0,21.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A8%D9%87%D8%B2%D8%A7%D8%AF,,Death
273,عین الله محمودی همدانی، پدر صنعت مخابرات ایران,1347,9.0,15.0,https://fa.wikipedia.org/wiki/%D8%B9%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%85%D8%AD%D9%85%D9%88%D8%AF%DB%8C_%D9%87%D9%85%D8%AF%D8%A7%D9%86%DB%8C,,Death
274,حسین یاحقی، موسیقی دان و نوازنده ویولن,1347,8.0,6.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DB%8C%D8%A7%D8%AD%D9%82%DB%8C,,Death
275,رهی معیری، غزل سرای معاصر,1347,8.0,24.0,https://fa.wikipedia.org/wiki/%D8%B1%D9%87%DB%8C_%D9%85%D8%B9%DB%8C%D8%B1%DB%8C,,Death
276,سید محمد محقق داماد، فقیه و مجتهد,1347,12.0,1.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%AD%D9%82%D9%82_%D8%AF%D8%A7%D9%85%D8%A7%D8%AF,,Death
277,عبدالحسین سپنتا،کارگردان,1348,1.0,8.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%BE%D9%86%D8%AA%D8%A7,,Death
278,خلیل ملکی، سیاستمدار,1348,4.0,22.0,https://fa.wikipedia.org/wiki/%D8%AE%D9%84%DB%8C%D9%84_%D9%85%D9%84%DA%A9%DB%8C,,Death
279,محمود جم، سیاستمدار,1348,5.0,19.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AC%D9%85,,Death
280,سید ضیاءالدین طباطبایی،روزنامه نگارونخست وزیرایران در دورانقاجاریه,1348,6.0,6.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B6%DB%8C%D8%A7%D8%A1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B7%D8%A8%D8%A7%D8%B7%D8%A8%D8%A7%DB%8C%DB%8C,,Death
281,جلال آل احمد، روشنفکر، نویسنده و مترجم,1348,6.0,18.0,https://fa.wikipedia.org/wiki/%D8%AC%D9%84%D8%A7%D9%84_%D8%A2%D9%84_%D8%A7%D8%AD%D9%85%D8%AF,,Death
282,سید حسن تقی زاده، سیاستمدار و از رهبرانانقلاب مشروطه,1348,11.0,8.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D8%AA%D9%82%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,,Death
283,آقابزرگ تهرانی، کتاب شناس و پژوهشگر,1348,12.0,12.0,https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D8%A8%D8%B2%D8%B1%DA%AF_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%DB%8C,,Death
284,بدیع الزمان فروزانفر، ادیب سرشناس ایرانی و استاد زبان و ادبیات فارسی,1349,2.0,16.0,https://fa.wikipedia.org/wiki/%D8%A8%D8%AF%DB%8C%D8%B9%E2%80%8C%D8%A7%D9%84%D8%B2%D9%85%D8%A7%D9%86_%D9%81%D8%B1%D9%88%D8%B2%D8%A7%D9%86%D9%81%D8%B1,,Death
285,سید محمدتقی غضنفریخوانساری از فقها قرن چهاردهم,1350,1.0,6.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%BA%D8%B6%D9%86%D9%81%D8%B1%DB%8C,,Death
286,احمد متین دفتری، سیاستمدار ایرانی,1350,4.0,5.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D9%85%D8%AA%DB%8C%D9%86_%D8%AF%D9%81%D8%AA%D8%B1%DB%8C,,Death
287,محمد معین، استاد زبان فارسی و پدیدآورندهٔ فرهنگ معین.,1350,4.0,13.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B9%DB%8C%D9%86,,Death
288,علی اکبر فیاض، استاد ادبیات فارسی و مصححتاریخ بیهقی,1350,6.0,4.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D9%81%DB%8C%D8%A7%D8%B6,,Death
289,سلطان الواعظین شیرازیاندیشمند،خطیبو از علمایشیعهقرن چهاردهمو نویسنده کتابشب های پیشاور,1350,7.0,16.0,https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D8%A7%D9%84%D9%88%D8%A7%D8%B9%D8%B8%DB%8C%D9%86_%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2%DB%8C,,Death
290,حسن زیرک، خواننده کُرد,1351,4.0,5.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D8%B2%DB%8C%D8%B1%DA%A9,,Death
291,محمد حنیف نژاداز بنیانگذاران سازمان مجاهدین خلق,1351,3.0,4.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D9%86%DB%8C%D9%81_%D9%86%DA%98%D8%A7%D8%AF,,Death
292,سعید محسناز بنیانگذاران سازمان مجاهدین خلق,1351,3.0,4.0,https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D9%85%D8%AD%D8%B3%D9%86,,Death
293,علی اصغر بدیع زادگاناز بنیانگذاران سازمان مجاهدین خلق,1351,3.0,4.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%A7%D8%B5%D8%BA%D8%B1_%D8%A8%D8%AF%DB%8C%D8%B9_%D8%B2%D8%A7%D8%AF%DA%AF%D8%A7%D9%86,,Death
294,رسول مشکین فاماز اعضای کادر مرکزی سازمان مجاهدین خلق,1351,3.0,4.0,https://fa.wikipedia.org/wiki/%D8%B1%D8%B3%D9%88%D9%84_%D9%85%D8%B4%DA%A9%DB%8C%D9%86_%D9%81%D8%A7%D9%85,,Death
295,محمود عسگری زادهاز اعضای سازمان مجاهدین خلق,1351,3.0,4.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%B9%D8%B3%DA%AF%D8%B1%DB%8C_%D8%B2%D8%A7%D8%AF%D9%87,,Death
296,شاعر و نوازندهتاروویولن,1352,,,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1,,Death
297,مهدی الهی قمشه ای:فقیه،فیلسوف،عارف،شاعر و مترجم قرآن,1352,2.0,25.0,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%A7%D9%84%D9%87%DB%8C_%D9%82%D9%85%D8%B4%D9%87_%D8%A7%DB%8C,,Death
298,محمد ساعد، سیاستمدار و نخست وزیر ایران در دوره پهلوی,1352,8.0,19.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%B3%D8%A7%D8%B9%D8%AF,,Death
299,باران شد.,1352,4.0,29.0,https://fa.wikipedia.org/wiki/%D8%AE%D8%B3%D8%B1%D9%88_%DA%AF%D9%84%D8%B3%D8%B1%D8%AE%DB%8C,,Death
300,نورعلی الهی- عرف، فیلسوف و قاضی ایرانی,1353,7.0,27.0,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%B9%D9%84%DB%8C_%D8%A7%D9%84%D9%87%DB%8C,,Death
301,محمد قریب- بنیان گذار طب نوین کودکان درایران,1353,11.0,1.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%82%D8%B1%DB%8C%D8%A8,,Death
302,عباس شهریاری، عامل ایرانی ساواک,1353,12.0,14.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%D8%B4%D9%87%D8%B1%DB%8C%D8%A7%D8%B1%DB%8C,,Death
303,فریدون قاجار- چهارمین فرزند و تنها پسراحمدشاه قاجار,1353,,,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF%D8%B4%D8%A7%D9%87_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1,,Death
304,بیژن جزنی، فعال سیاسی چپ گرای ایرانی,1354,1.0,29.0,https://fa.wikipedia.org/wiki/%D8%A8%DB%8C%DA%98%D9%86_%D8%AC%D8%B2%D9%86%DB%8C,,Death
305,عبدالحسین میرسپاسی، روانپزشک |ایرانی (ز.1286),1355,4.0,19.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D9%85%DB%8C%D8%B1%D8%B3%D9%BE%D8%A7%D8%B3%DB%8C,,Death
306,افشین مقدم، خواننده,1355,5.0,1.0,https://fa.wikipedia.org/wiki/%D8%A7%D9%81%D8%B4%DB%8C%D9%86_%D9%85%D9%82%D8%AF%D9%85,,Death
307,محسن هشترودی،ریاضی دان، فیلسوف و شاعر,1355,6.0,13.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D9%87%D8%B4%D8%AA%D8%B1%D9%88%D8%AF%DB%8C,,Death
308,حاج آقا رحیم ارباب، از علمای اصفهان,1355,9.0,19.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%A7%D8%AC_%D8%A2%D9%82%D8%A7_%D8%B1%D8%AD%DB%8C%D9%85_%D8%A7%D8%B1%D8%A8%D8%A7%D8%A8,,Death
309,نورعلی برومند، استاد موسیقی و نوازنده (ز.1285),1355,10.0,30.0,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%B9%D9%84%DB%8C_%D8%A8%D8%B1%D9%88%D9%85%D9%86%D8%AF,,Death
310,علی شریعتی، نویسنده، روشنفکر، جامعه شناس و پژوهشگر دینی,1356,3.0,29.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C,,Death
311,واروژان، آهنگساز و تنظیم کننده,1356,6.0,26.0,https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D8%B1%D9%88%DA%98%D8%A7%D9%86,,Death
312,سید مصطفی خمینی، فرزند بزرگروح الله خمینی,1356,8.0,1.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%AE%D9%85%DB%8C%D9%86%DB%8C,,Death
313,منوچهر اقبال، نخست وزیر ایران,1356,9.0,4.0,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D8%A7%D9%82%D8%A8%D8%A7%D9%84,,Death
314,اسدالله علم، نخست وزیر و وزیر دربار,1357,1.0,15.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%AF%D8%A7%D9%84%D9%84%D9%87_%D8%B9%D9%84%D9%85,,Death
315,نورالدین اشنی، فقیه,1357,7.0,23.0,https://fa.wikipedia.org/wiki/%D9%86%D9%88%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%A7%D8%B4%D9%86%DB%8C,,Death
316,عبدالعلی بدره ای، آخرین فرماندهنیروی زمینی شاهنشاهی ایرانو فرماندهگارد جاویدان شاهنشاهیبود.,1357,11.0,23.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B9%D9%84%DB%8C_%D8%A8%D8%AF%D8%B1%D9%87%E2%80%8C%D8%A7%DB%8C,,Death
317,نعمت الله نصیری، سومین رئیس سازمانساواک(ز.1289),1357,11.0,26.0,https://fa.wikipedia.org/wiki/%D9%86%D8%B9%D9%85%D8%AA%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D9%86%D8%B5%DB%8C%D8%B1%DB%8C,,Death
