,title,year,month,day,link,description,category
112,غلامرضا نیک‌پی,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D9%86%DB%8C%DA%A9%E2%80%8C%D9%BE%DB%8C,,Death
113,علی نشاط,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D9%86%D8%B4%D8%A7%D8%B7,,Death
114,حسینعلی بیات,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86%D8%B9%D9%84%DB%8C_%D8%A8%DB%8C%D8%A7%D8%AA,,Death
115,علی حجت کاشانی,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%AD%D8%AC%D8%AA_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C,,Death
116,عباسعلی خلعتبری,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3%D8%B9%D9%84%DB%8C_%D8%AE%D9%84%D8%B9%D8%AA%D8%A8%D8%B1%DB%8C,,Death
117,منصور روحانی,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D9%85%D9%86%D8%B5%D9%88%D8%B1_%D8%B1%D9%88%D8%AD%D8%A7%D9%86%DB%8C,,Death
118,محمدتقی مجیدی,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%85%D8%AC%DB%8C%D8%AF%DB%8C,,Death
119,حسن پاکروان,1358,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%BE%D8%A7%DA%A9%D8%B1%D9%88%D8%A7%D9%86,,Death
120,عباس کاتوزیان,1387,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%A7%D8%B3_%DA%A9%D8%A7%D8%AA%D9%88%D8%B2%DB%8C%D8%A7%D9%86,,Death
121,جهان,1389,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86_(%D8%AE%D9%88%D8%A7%D9%86%D9%86%D8%AF%D9%87),,Death
122,شعبان بابااولادی,1390,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%B4%D8%B9%D8%A8%D8%A7%D9%86_%D8%A8%D8%A7%D8%A8%D8%A7%D8%A7%D9%88%D9%84%D8%A7%D8%AF%DB%8C,,Death
123,محمد فیض سرابی,1401,1.0,22.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%81%DB%8C%D8%B6_%D8%B3%D8%B1%D8%A7%D8%A8%DB%8C,,Death
124,اکبر اعتماد,1404,1.0,22.0,https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF,,Death
125,پوپک گلدره,1385,1.0,27.0,https://fa.wikipedia.org/wiki/%D9%BE%D9%88%D9%BE%DA%A9_%DA%AF%D9%84%D8%AF%D8%B1%D9%87,,Death
126,پروین دولت‌آبادی,1387,1.0,27.0,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D9%86_%D8%AF%D9%88%D9%84%D8%AA%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
127,شجاع‌الدین شفا,1389,1.0,27.0,https://fa.wikipedia.org/wiki/%D8%B4%D8%AC%D8%A7%D8%B9%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%B4%D9%81%D8%A7,,Death
128,داریوش صفوت,1392,1.0,27.0,https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B1%DB%8C%D9%88%D8%B4_%D8%B5%D9%81%D9%88%D8%AA,,Death
129,احمد اقتداری,1398,1.0,27.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%A7%D9%82%D8%AA%D8%AF%D8%A7%D8%B1%DB%8C,,Death
130,محمد هژبر ابراهیمی,1402,1.0,27.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%87%DA%98%D8%A8%D8%B1_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85%DB%8C,,Death
131,سید محمود حسینی واعظ,1404,1.0,27.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D9%88%D8%A7%D8%B9%D8%B8,,Death
132,اکبر خیبر,1357,1.0,28.0,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%A7%DA%A9%D8%A8%D8%B1_%D8%AE%DB%8C%D8%A8%D8%B1,,Death
133,سعید حنایی,1381,1.0,28.0,https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%AD%D9%86%D8%A7%DB%8C%DB%8C,,Death
134,خسرو جهانبانی,1393,1.0,28.0,https://fa.wikipedia.org/wiki/%D8%AE%D8%B3%D8%B1%D9%88_%D8%AC%D9%87%D8%A7%D9%86%D8%A8%D8%A7%D9%86%DB%8C,,Death
135,اصغر ایمانیان,1394,1.0,28.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D8%BA%D8%B1_%D8%A7%DB%8C%D9%85%D8%A7%D9%86%DB%8C%D8%A7%D9%86,,Death
136,غلامحسین صدری‌افشار,1397,1.0,28.0,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%AD%D8%B3%DB%8C%D9%86_%D8%B5%D8%AF%D8%B1%DB%8C%E2%80%8C%D8%A7%D9%81%D8%B4%D8%A7%D8%B1,,Death
137,سهراب مرزبان,1402,1.0,28.0,https://fa.wikipedia.org/w/index.php?title=%D8%B3%D9%87%D8%B1%D8%A7%D8%A8_%D9%85%D8%B1%D8%B2%D8%A8%D8%A7%D9%86&action=edit&redlink=1,,Death
138,سید هادی میرمیران,1385,1.0,29.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%87%D8%A7%D8%AF%DB%8C_%D9%85%DB%8C%D8%B1%D9%85%DB%8C%D8%B1%D8%A7%D9%86,,Death
139,ایلوش خوشابه,1391,1.0,29.0,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%84%D9%88%D8%B4_%D8%AE%D9%88%D8%B4%D8%A7%D8%A8%D9%87,,Death
140,بهمن ورمزیار,1397,1.0,29.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AF%D8%A7%D9%85_%D8%A8%D9%87%D9%85%D9%86_%D9%88%D8%B1%D9%85%D8%B2%DB%8C%D8%A7%D8%B1,,Death
141,سید محمد حجازی,1400,1.0,29.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C,,Death
142,هوارد باسکرویل,1288,1.0,30.0,https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%A7%D8%B1%D8%AF_%D8%A8%D8%A7%D8%B3%DA%A9%D8%B1%D9%88%DB%8C%D9%84,,Death
143,غلامرضا رضوانی,1392,1.0,30.0,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B1%D8%B6%D8%A7_%D8%B1%D8%B6%D9%88%D8%A7%D9%86%DB%8C,,Death
144,پرویز داودی,1403,1.0,30.0,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%AF%D8%A7%D9%88%D8%AF%DB%8C,,Death
145,سید جعفر حمیدی,1404,1.0,30.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C,,Death
146,محمد میرزا کاشف السلطنه,1308,1.0,31.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%DA%A9%D8%A7%D8%B4%D9%81_%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87,,Death
147,محمدتقی شریعتی,1366,1.0,31.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D8%B4%D8%B1%DB%8C%D8%B9%D8%AA%DB%8C,,Death
148,حمیده خیرآبادی,1389,1.0,31.0,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF%D9%87_%D8%AE%DB%8C%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
149,حسین گنجینه,1390,1.0,31.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%DA%AF%D9%86%D8%AC%DB%8C%D9%86%D9%87,,Death
150,مهرداد اولادی,1395,1.0,31.0,https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%B1%D8%AF%D8%A7%D8%AF_%D8%A7%D9%88%D9%84%D8%A7%D8%AF%DB%8C,,Death
151,منیر شاهرودی فرمانفرمائیان,1398,1.0,31.0,https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B4%D8%A7%D9%87%D8%B1%D9%88%D8%AF%DB%8C_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D9%81%D8%B1%D9%85%D8%A7%D8%A6%DB%8C%D8%A7%D9%86,,Death
152,–کلنل محمدتقی پسیانفرمانده ژاندارمری خراسان (زادهٔ1270),1300,7.0,9.0,https://fa.wikipedia.org/wiki/%DA%A9%D9%84%D9%86%D9%84_%D9%85%D8%AD%D9%85%D8%AF%D8%AA%D9%82%DB%8C_%D9%BE%D8%B3%DB%8C%D8%A7%D9%86,,Death
153,–حیدرخان عمواوغلی، انقلابی ایرانی و از فعالان مؤثر جنبش مشروطه ایران و از رهبرانحزب کمونیست ایران(زادهٔ 1259),1300,8.0,5.0,https://fa.wikipedia.org/wiki/%D8%AD%DB%8C%D8%AF%D8%B1%D8%AE%D8%A7%D9%86_%D8%B9%D9%85%D9%88%D8%A7%D9%88%D8%BA%D9%84%DB%8C,,Death
154,–عباس افندیعبدالبها، در حیفا، سومین شخصیت محوری آیین بهایی (زادهٔ 1223),1300,9.0,7.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%A8%D9%87%D8%A7%D8%A1,,Death
155,–میرزا کوچک خان جنگلیرهبرجنبش جنگل(زادهٔ1259),1300,9.0,11.0,https://fa.wikipedia.org/wiki/%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%DA%A9%D9%88%DA%86%DA%A9_%D8%AE%D8%A7%D9%86_%D8%AC%D9%86%DA%AF%D9%84%DB%8C,,Death
156,عبدالحسین صنیع همایون، نقاش و تذهیب کار دوره قاجار (زادهٔ1238),1300,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B3%DB%B8_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
157,بایجانی (زادهٔ1247),1300,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B4%DB%B7_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
158,خالو قربان هرسینی، از مبارزان جنبش جنگل (زادهٔ1255),1300,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B5%DB%B5_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
159,نویسندهٔ دورهٔمشروطهو نخستین زن طنزنویس ایرانی,1300,,,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%A8%D8%B4_%D9%85%D8%B4%D8%B1%D9%88%D8%B7%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,,Death
160,–حبیب الله خان میکده، افسر جزء ژاندارمری و پسرسلیمان خان میکده,1301,4.0,7.0,https://fa.wikipedia.org/w/index.php?title=%D8%AD%D8%A8%DB%8C%D8%A8%E2%80%8C%D8%A7%D9%84%D9%84%D9%87_%D8%AE%D8%A7%D9%86_%D9%85%DB%8C%DA%A9%D8%AF%D9%87&action=edit&redlink=1,,Death
161,میرزا ابراهیم خان صحاف باشی، از پیشگامان عکاسی و فیلمبرداری در ایران (زاده1234),1301,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B3%DB%B4_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
162,زایر خضرخان اهرمی، از همرزمان رئیسعلی دلواری در مبارزه با انگلیسی ها (زاده1241),1301,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B4%DB%B1_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
163,اسماعیل نوبری، از مبارزین مشروطه و نماینده دور دوم مجلس شورای ملی (زاده1252),1301,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B5%DB%B2_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
164,–سید حسین کزازی، نمایندۀ کرمانشاه در مجلس شورای ملی و رئیس ادارۀ معارف کرمانشاه (زادهٔ1253),1302,3.0,14.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86_%DA%A9%D8%B2%D8%A7%D8%B2%DB%8C,,Death
165,–احمد دریابیگی، نخستین فرماندهٔ نیروی دریایی مدرن ایران در خلیج فارس,1302,6.0,7.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF_%D8%AF%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C%DA%AF%DB%8C,,Death
166,–محمدیعقوب خان، پادشاه افغانستان (زاده1228),1302,8.0,23.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%DB%8C%D8%B9%D9%82%D9%88%D8%A8_%D8%AE%D8%A7%D9%86,,Death
167,–سلطان محمد خان سردار اشجع، از رؤسای ایل بختیاری در دوران مشروطه (زاده1241),1302,,,https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%B7%D8%A7%D9%86_%D9%85%D8%AD%D9%85%D8%AF_%D8%AE%D8%A7%D9%86_%D8%B3%D8%B1%D8%AF%D8%A7%D8%B1_%D8%A7%D8%B4%D8%AC%D8%B9,,Death
168,محمد اقبال الدوله، از حاکمان کرمانشاه (زادهٔ1227),1302,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B2%DB%B7_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
169,اسماعیل خان معاضدالملکاز بنیانگذاران آموزش و پرورش نوین در کرمانشاه و نماینده کرمانشاه در دورهٔ دوم مجلس شورای ملی (زادهٔ1253),1302,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B5%DB%B3_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
170,محترم اسکندری، روزنامه نگار و فعال حقوق زنان (زاده1274),1303,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B7%DB%B4_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
171,ترورمیرزاده عشقی، شاعر، روزنامه نگار، نویسنده و نمایشنامه نویس (زاده1273),1303,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B7%DB%B3_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
172,محمدعلی شاه، ششمین شاه قاجار (زاده1251),1304,1.0,16.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%B4%D8%A7%D9%87,,Death
173,محترم اسکندری، روزنامه نگار و فعال حقوق زنان (زاده1274),1304,,,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%AA%D8%B1%D9%85_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C,,Death
174,حسن مقدم، نمایش نامه نویس ایرانی (زاده1276),1304,,,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%D9%82%D8%AF%D9%85,,Death
175,ایرج میرزا، شاعر ایرانی (زاده1251),1304,12.0,22.0,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7,,Death
176,حاجی سیاح، جهانگرد و فعال سیاسی ایرانی (زاده1215),1304,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B1%DB%B5_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
177,عبدالله بیگ، شاعر کرد ایرانی (زاده1277),1304,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B7%DB%B7_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
178,سید محمدرضا مساوات شیرازی، روزنامه نگار و سیاستمدار عصر مشروطه (زاده1244),1304,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B4%DB%B4_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
179,نایب اسدالله، موسیقی دان و نوازنده ایرانی (زاده1231),1304,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B3%DB%B1_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
180,ادیب نیشابوری، شاعر ایرانی (زاده1243),1305,3.0,6.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%AF%DB%8C%D8%A8_%D9%86%DB%8C%D8%B4%D8%A7%D8%A8%D9%88%D8%B1%DB%8C,,Death
181,عبدالمجید عین الدوله، صدراعظم مظفرالدین شاه (زاده1224),1306,8.0,10.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D8%AC%DB%8C%D8%AF_%D8%B9%DB%8C%D9%86%E2%80%8C%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%87,,Death
182,ابوالقاسم ناصرالملک، سیاستمدار ایرانی (زاده1245),1306,10.0,4.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D9%86%D8%A7%D8%B5%D8%B1%D8%A7%D9%84%D9%85%D9%84%DA%A9,,Death
183,ن، نظامی ایرانی (زاده1264),1306,10.0,24.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D9%BE%D9%88%D9%84%D8%A7%D8%AF%DB%8C%D9%86,,Death
184,شیخ حسن حسام الاسلام دانشسیاستمدار ایرانی (زاده1256 قمری),1306,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B5%DB%B6_(%D9%82%D9%85%D8%B1%DB%8C),,Death
185,نورالله نجفی اصفهانی، مرجع تقلید ایرانی و طرفدار مشروطه (زاده1238),1306,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B3%DB%B8_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
186,جهانشاه خان امیرافشار، ملاک بزرگ زنجان (زاده1220),1307,10.0,6.0,https://fa.wikipedia.org/wiki/%D8%AC%D9%87%D8%A7%D9%86%D8%B4%D8%A7%D9%87%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%A7%D9%85%DB%8C%D8%B1%D8%A7%D9%81%D8%B4%D8%A7%D8%B1,,Death
187,کامران میرزا، شاهزاده قاجار و سیاستمدار ایرانی (زاده1235),1307,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B3%DB%B5_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
188,آرداشس پادماگریانمعروف به اردشیرخان، از نخستین سینماداران ایران (زاده1242),1307,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B4%DB%B2_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
189,شاعر و روحانی شیعه ایرانی (زاده1243),1307,,,https://fa.wikipedia.org/wiki/%DB%B1%DB%B2%DB%B4%DB%B3_(%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DB%8C),,Death
190,محمد میرزا کاشف السلطنه، سیاستمدار، نویسنده و پدر چای ایران,1308,1.0,31.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7_%DA%A9%D8%A7%D8%B4%D9%81_%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D9%86%D9%87,,Death
191,احمدشاه، واپسین پادشاهدودمان قاجار,1308,12.0,9.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF%D8%B4%D8%A7%D9%87,,Death
192,؛اسماعیل آقامعروف بهسیمیتقوشورشی کرد، در منطقه مرزی ایران و ترکیه کشته شد.,1309,4.0,30.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D9%85%DB%8C%D8%AA%D9%82%D9%88,,Death
193,سیدجلال الدین کاشانی(معروف به مویدالاسلام) مدیر و نویسنده نشریهحبل المتیندر دورهجنبش مشروطه ایران.,1309,,,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF%D8%AC%D9%84%D8%A7%D9%84%E2%80%8C%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C,,Death
194,نجف قلی خان بختیاری(معروف به صمصام السلطنه) از سران ایل بختیاری و دو دورهرئیس الوزرایایران.,1309,,,https://fa.wikipedia.org/wiki/%D8%B1%D8%A6%DB%8C%D8%B3%E2%80%8C%D8%A7%D9%84%D9%88%D8%B2%D8%B1%D8%A7,,Death
195,هُوْهانِس آبکاریانمعروف بهیحیی تارساز، سازنده سازتار,1310,,,https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1,,Death
196,مقبل السلطنه خراسانی؛ سران و صاحب منصباندورهٔ قاجار,1310,,,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1%DB%8C,,Death
197,حسن مستوفی، (معروف به مستوفی الممالک) سیاست مدار.,1311,6.0,6.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%85%D8%B3%D8%AA%D9%88%D9%81%DB%8C,,Death
198,صولت الدوله، قشقایی در زندان قصر درگذشت,1311,7.0,16.0,https://fa.wikipedia.org/wiki/%D8%B5%D9%88%D9%84%D8%AA%E2%80%8C%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%87,,Death
199,غلامعلی دولتشاهی، (معروف به مجلل الدوله) پدرزنرضاشاهو رئیس تشریفات دربار پهلوی,1311,8.0,16.0,https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%AF%D9%88%D9%84%D8%AA%D8%B4%D8%A7%D9%87%DB%8C,,Death
200,عبدالحسین تیمورتاش: دولتمرد و وزیر درباررضاشاه پهلوی.,1312,7.0,9.0,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D8%B3%DB%8C%D9%86_%D8%AA%DB%8C%D9%85%D9%88%D8%B1%D8%AA%D8%A7%D8%B4,,Death
201,ابوالقاسم عارف قزوینی،شاعرو تصنیف سازایرانی(زادروز1259),1312,11.0,1.0,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%B9%D8%A7%D8%B1%D9%81_%D9%82%D8%B2%D9%88%DB%8C%D9%86%DB%8C,,Death
202,فقیه و مرجع تقلید شیعه (زاده 1234),1313,10.0,22.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%82%D8%A7%D8%B3%D9%85_%D8%AF%D9%87%DA%A9%D8%B1%D8%AF%DB%8C,,Death
203,محمود غنی زاده، شاعر,1313,11.0,30.0,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%BA%D9%86%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,,Death
204,حسن پیرنیا، معروف به مشیرالدوله، سیاستمدار، نویسنده و مورخ,1314,8.0,29.0,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%D9%BE%DB%8C%D8%B1%D9%86%DB%8C%D8%A7,,Death
205,علی اکبر داور، از رجال سیاسی دورهٔ رضاشاه (زاده 1246),1315,11.0,20.0,https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%E2%80%8C%D8%A7%DA%A9%D8%A8%D8%B1_%D8%AF%D8%A7%D9%88%D8%B1,,Death
206,طوبی آزموده، از پیشگامانجنبش زنان در ایران(زاده 1257),1315,,,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%D8%A8%D8%B4_%D8%B2%D9%86%D8%A7%D9%86_%D8%AF%D8%B1_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,,Death
207,مرجع تقلید شیعه و بنیان گذارحوزه علمیه قم,1315,,,https://fa.wikipedia.org/wiki/%D8%AD%D9%88%D8%B2%D9%87_%D8%B9%D9%84%D9%85%DB%8C%D9%87_%D9%82%D9%85,,Death
208,شیخ خزعل کعبی، حاکم محمرهخرمشهر,1315,,,https://fa.wikipedia.org/wiki/%D8%AE%D8%B1%D9%85%D8%B4%D9%87%D8%B1,,Death
209,رضا کمال شهرزاد، نمایشنامه نویس,1316,6.0,20.0,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%DA%A9%D9%85%D8%A7%D9%84_%D8%B4%D9%87%D8%B1%D8%B2%D8%A7%D8%AF,,Death
210,سید حسن مدرس، روحانی و نمایندهمجلس شورای ملی(زادروز 1249),1316,9.0,10.0,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AD%D8%B3%D9%86_%D9%85%D8%AF%D8%B1%D8%B3,,Death
211,یوسف اعتصامی، مترجم,1316,10.0,12.0,https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D8%B3%D9%81_%D8%A7%D8%B9%D8%AA%D8%B5%D8%A7%D9%85%DB%8C,,Death
212,فیروز فیروز، سیاستمدار ایرانی در اواخر دوره قاجار واوایل دوره پهلوی,1316,10.0,20.0,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2_%D9%81%DB%8C%D8%B1%D9%88%D8%B2,,Death
213,اقبال لاهوریشاعر پاکستانی,1317,2.0,1.0,https://fa.wikipedia.org/wiki/%D8%A7%D9%82%D8%A8%D8%A7%D9%84_%D9%84%D8%A7%D9%87%D9%88%D8%B1%DB%8C,,Death
214,یحیی دولت آبادی، رجل سیاسی دوران انقلاب مشروطه ایران,1318,8.0,4.0,https://fa.wikipedia.org/wiki/%DB%8C%D8%AD%DB%8C%DB%8C_%D8%AF%D9%88%D9%84%D8%AA%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF%DB%8C,,Death
